Time,Position Axis 1,Load Axis 1,Command Axis 1,Aux 0,Aux 1,Aux 2,Cycles
35.3000000000,36.3416862487,-0.9963052869,36.3395004273,-0.8231261373,-0.0014859375,-0.0011263525,0.0000000000
35.3500000000,36.3817214969,-0.9316042666,36.3894958496,-0.8208647966,0.0011957791,0.0032063436,0.0000000000
35.4000000000,36.4451484679,-0.9674185514,36.4394912720,-0.8191928267,-0.0013664240,-0.0018600570,0.0000000000
35.4500000000,36.4783859256,-0.9733843805,36.4894905091,-0.8164884448,0.0012649539,0.0032610770,0.0000000000
35.5000000000,36.5463218689,-0.9716027379,36.5394859314,-0.8142083287,-0.0011700268,-0.0014259681,0.0000000000
35.5500000000,36.5791168214,-0.9618363382,36.5894813538,-0.8123609424,0.0010714221,0.0029981164,0.0000000000
35.6000000000,36.6514930725,-0.9680483343,36.6394805908,-0.8102721572,-0.0014212800,-0.0015750923,0.0000000000
35.6500000000,36.6884803772,-0.9226725702,36.6894760132,-0.8074404001,0.0009639207,0.0035530717,0.0000000000
35.7000000000,36.7418365479,-0.9753467441,36.7394714356,-0.8052263260,-0.0013486664,-0.0012792358,0.0000000000
35.7500000000,36.7951812742,-0.9654814005,36.7894668579,-0.8033586144,0.0008122391,0.0031267623,0.0000000000
35.8000000000,36.8254737855,-0.9759927393,36.8394622803,-0.8017677069,-0.0013487054,-0.0013784951,0.0000000000
35.8500000000,36.8941345213,-0.9271694421,36.8894615174,-0.7989332676,0.0013665046,0.0032385629,0.0000000000
35.9000000000,36.9295997621,-0.9306629302,36.9394569397,-0.7973474264,-0.0015404943,-0.0012389163,0.0000000000
35.9500000000,36.9970512389,-0.9523767231,36.9894523621,-0.7948682308,0.0013845785,0.0034736402,0.0000000000
36.0000000000,37.0331573487,-0.9390459061,37.0394515991,-0.7935062051,-0.0015965770,-0.0018035341,0.0000000000
36.0500000000,37.0873222352,-0.9199591876,37.0894470215,-0.7905880213,0.0012489017,0.0034644189,0.0000000000
36.1000000000,37.1434440612,-0.9383791685,37.1394424439,-0.7887451053,-0.0014531168,-0.0012411172,0.0000000000
36.1500000000,37.1871566775,-0.9329410195,37.1894378662,-0.7869428992,0.0011123942,0.0032063636,0.0000000000
36.2000000000,37.2422599792,-0.9108692407,37.2394332886,-0.7846372128,-0.0015871690,-0.0011983862,0.0000000000
36.2500000000,37.2778472903,-0.9003650547,37.2894325256,-0.7820716500,0.0011483597,0.0036729420,0.0000000000
36.3000000000,37.3498001098,-0.9131979346,37.3394279480,-0.7803236246,-0.0015288884,-0.0013542614,0.0000000000
36.3500000000,37.3777236940,-0.8875236513,37.3894233704,-0.7778568864,0.0013812329,0.0028391462,0.0000000000
36.4000000000,37.4457092285,-0.9027392864,37.4394226074,-0.7753405571,-0.0014554069,-0.0008178023,0.0000000000
36.4500000000,37.4863319397,-0.8949617148,37.4894180298,-0.7732199430,0.0016050908,0.0032022968,0.0000000000
36.5000000000,37.5367546083,-0.8954261541,37.5394134522,-0.7706113458,-0.0015167060,-0.0009033157,0.0000000000
36.5500000000,37.5908088682,-0.8706372382,37.5894088745,-0.7684096098,0.0014480315,0.0034022883,0.0000000000
36.6000000000,37.6374626161,-0.8888221980,37.6394042969,-0.7662154436,-0.0011349263,-0.0013188724,0.0000000000
36.6500000000,37.6949157712,-0.8714631800,37.6894035340,-0.7640010715,0.0007698900,0.0033538234,0.0000000000
36.7000000000,37.7266960145,-0.7736297254,37.7393989563,-0.7615599632,-0.0015695613,-0.0015532471,0.0000000000
36.7500000000,37.8040008543,-0.8261414770,37.7893943787,-0.7590164542,0.0015992938,0.0037960943,0.0000000000
36.8000000000,37.8350944519,-0.8424904347,37.8393936157,-0.7568645477,-0.0012510106,-0.0014485621,0.0000000000
36.8500000000,37.8959312439,-0.8849495650,37.8893890381,-0.7545247674,0.0010996350,0.0031020343,0.0000000000
36.9000000000,37.9369964599,-0.8556366563,37.9393844605,-0.7524093390,-0.0015166508,-0.0013448301,0.0000000000
36.9500000000,37.9859580996,-0.8473467231,37.9893798828,-0.7501721382,0.0012874820,0.0030655211,0.0000000000
37.0000000000,38.0423583984,-0.8432694077,38.0393753052,-0.7481520772,-0.0012935250,-0.0020875046,0.0000000000
37.0500000000,38.0794601443,-0.7800124877,38.0893745423,-0.7463055253,0.0009402599,0.0032838699,0.0000000000
37.1000000000,38.1566085814,-0.8331044316,38.1393699646,-0.7437726259,-0.0014783821,-0.0009540865,0.0000000000
37.1500000000,38.1810493471,-0.8117667436,38.1893653870,-0.7412780523,0.0011951235,0.0033283380,0.0000000000
37.2000000000,38.2498931885,-0.8502810000,38.2393646240,-0.7389963865,-0.0012417127,-0.0010908606,0.0000000000
37.2500000000,38.2877922057,-0.8268746733,38.2893600464,-0.7366413474,0.0012351294,0.0029456063,0.0000000000
37.3000000000,38.3450393677,-0.8310384155,38.3393554688,-0.7340422273,-0.0012889893,-0.0011600009,0.0000000000
37.3500000000,38.3869209288,-0.7898647188,38.3893508911,-0.7327460647,0.0010378424,0.0030887481,0.0000000000
37.4000000000,38.4366645814,-0.8081889749,38.4393463135,-0.7302411795,-0.0013891743,-0.0011571116,0.0000000000
37.4500000000,38.4998435972,-0.7990121244,38.4893455506,-0.7271161079,0.0009426427,0.0031058411,0.0000000000
37.5000000000,38.5328521729,-0.7950634956,38.5393409729,-0.7244074941,-0.0014155033,-0.0012616496,0.0000000000
37.5500000000,38.6001129149,-0.8063536881,38.5893363953,-0.7219461203,0.0010565834,0.0033489107,0.0000000000
37.6000000000,38.6342391968,-0.7921326160,38.6393356323,-0.7208268642,-0.0011854653,-0.0016648684,0.0000000000
37.6500000000,38.6957397462,-0.7849810719,38.6893310547,-0.7191649079,0.0011939747,0.0030383770,0.0000000000
37.7000000000,38.7360420226,-0.7738522888,38.7393264771,-0.7175736427,-0.0014992097,-0.0013650347,0.0000000000
37.7500000000,38.7901535037,-0.7979277372,38.7893218994,-0.7150402069,0.0011617080,0.0031956685,0.0000000000
37.8000000000,38.8448524474,-0.7800583839,38.8393173218,-0.7134148479,-0.0011634567,-0.0010001883,0.0000000000
37.8500000000,38.8807830814,-0.7445606591,38.8893165589,-0.7106471062,0.0015312226,0.0028089981,0.0000000000
37.9000000000,38.9482269286,-0.7600678204,38.9393119812,-0.7086363435,-0.0013649219,-0.0013792444,0.0000000000
37.9500000000,38.9827117922,-0.7393633127,38.9893074036,-0.7061470747,0.0014129469,0.0027783057,0.0000000000
38.0000000000,39.0490951538,-0.7713949084,39.0393066406,-0.7040635943,-0.0013869450,-0.0017049157,0.0000000000
38.0500000000,39.0854721068,-0.7342782020,39.0893096924,-0.7007202506,0.0007493960,0.0026650945,0.0000000000
38.1000000000,39.1406631470,-0.7670328617,39.1393280029,-0.6988976598,-0.0012813221,-0.0012290992,0.0000000000
38.1500000000,39.1917610167,-0.7349579333,39.1893501282,-0.6956701279,0.0012413084,0.0030521010,0.0000000000
38.2000000000,39.2407188418,-0.7286734582,39.2393684387,-0.6934547424,-0.0012279559,-0.0012030956,0.0000000000
38.2500000000,39.2987060544,-0.7263604998,39.2893905640,-0.6905200481,0.0012458735,0.0028802643,0.0000000000
38.3000000000,39.3310127260,-0.7416974307,39.3394088745,-0.6878761649,-0.0013930666,-0.0013842339,0.0000000000
38.3500000000,39.4018096922,-0.7219938038,39.3894309998,-0.6853826642,0.0011376294,0.0029985653,0.0000000000
38.4000000000,39.4367485047,-0.7054840326,39.4394493103,-0.6832551360,-0.0014355543,-0.0016132700,0.0000000000
38.4500000000,39.4934349061,-0.7026942972,39.4894714356,-0.6805032492,0.0009868130,0.0031456218,0.0000000000
38.5000000000,39.5414466858,-0.6893668174,39.5394897461,-0.6778500080,-0.0011394133,-0.0013280414,0.0000000000
38.5500000000,39.5868415835,-0.7048099042,39.5895118714,-0.6750304699,0.0008943604,0.0026302652,0.0000000000
38.6000000000,39.6477241515,-0.7006592750,39.6395301819,-0.6726690531,-0.0016495942,-0.0015330848,0.0000000000
38.6500000000,39.6766548160,-0.6217072016,39.6895523071,-0.6694796085,0.0007249268,0.0028717904,0.0000000000
38.7000000000,39.7541275024,-0.7154778838,39.7395706177,-0.6662684083,-0.0009613045,-0.0009379981,0.0000000000
38.7500000000,39.7828903200,-0.6793493032,39.7895927429,-0.6645348668,0.0008420782,0.0028069084,0.0000000000
38.8000000000,39.8511619568,-0.6792605519,39.8396110535,-0.6616121531,-0.0012637677,-0.0017284191,0.0000000000
38.8500000000,39.8848991394,-0.6685481665,39.8896331787,-0.6584440470,0.0010972435,0.0029239945,0.0000000000
38.9000000000,39.9408378602,-0.6553745866,39.9396514893,-0.6558061838,-0.0014686135,-0.0009057509,0.0000000000
38.9500000000,39.9962158201,-0.6608192324,39.9896736145,-0.6531800032,0.0011948130,0.0027140791,0.0000000000
39.0000000000,40.0254249573,-0.6704247594,40.0396919251,-0.6514942050,-0.0014092679,-0.0012981928,0.0000000000
39.0500000000,40.0963706968,-0.6614466905,40.0897140503,-0.6494154334,0.0011231309,0.0026926959,0.0000000000
39.1000000000,40.1270751954,-0.6325237155,40.1397323608,-0.6468468308,-0.0012325369,-0.0011511999,0.0000000000
39.1500000000,40.2043533324,-0.6438333389,40.1897544861,-0.6444405913,0.0007257151,0.0031212433,0.0000000000
39.2000000000,40.2359733582,-0.6497256756,40.2397727966,-0.6419779658,-0.0010335299,-0.0013320370,0.0000000000
39.2500000000,40.2966156007,-0.6536316873,40.2897949219,-0.6406735778,0.0008086602,0.0031063605,0.0000000000
39.3000000000,40.3460731506,-0.6593478917,40.3398132324,-0.6382015347,-0.0012353956,-0.0011730923,0.0000000000
39.3500000000,40.3913612368,-0.6149836183,40.3898353577,-0.6356679201,0.0010386590,0.0027509974,0.0000000000
39.4000000000,40.4507102966,-0.6233327985,40.4398536682,-0.6337236166,-0.0013564018,-0.0011563550,0.0000000000
39.4500000000,40.4813156130,-0.6459373829,40.4898757935,-0.6307688355,0.0011562365,0.0033979879,0.0000000000
39.5000000000,40.5498962401,-0.6253927946,40.5398941040,-0.6289320588,-0.0011404543,-0.0013415909,0.0000000000
39.5500000000,40.5822296144,-0.6106941102,40.5899162293,-0.6269614696,0.0010035935,0.0028715604,0.0000000000
39.6000000000,40.6495857238,-0.5957038405,40.6399345398,-0.6245673895,-0.0014453641,-0.0010525583,0.0000000000
39.6500000000,40.6857643128,-0.5526700617,40.6899566651,-0.6211646199,0.0014145201,0.0028430023,0.0000000000
39.7000000000,40.7390899658,-0.5866367817,40.7399749756,-0.6197708845,-0.0015886105,-0.0014459212,0.0000000000
39.7500000000,40.7976608275,-0.5996998549,40.7899971008,-0.6177690029,0.0005446098,0.0024653480,0.0000000000
39.8000000000,40.8408279420,-0.5982680320,40.8400154114,-0.6149188876,-0.0014186825,-0.0011846375,0.0000000000
39.8500000000,40.8880882260,-0.5554822086,40.8900375366,-0.6132665873,0.0010683241,0.0028321894,0.0000000000
39.9000000000,40.9265708925,-0.5702325701,40.9400558472,-0.6105923653,-0.0014555493,-0.0006808547,0.0000000000
39.9500000000,41.0047454831,-0.5601903799,40.9900779724,-0.6083189249,0.0011385137,0.0030064697,0.0000000000
40.0000000000,41.0391235352,-0.5701975823,41.0400962830,-0.6059768200,-0.0014019370,-0.0007700259,0.0000000000
40.0500000000,41.0948600768,-0.5251821280,41.0901184082,-0.6029722691,0.0008155872,0.0028884953,0.0000000000
40.1000000000,41.1344490051,-0.5691596270,41.1401367188,-0.6013078690,-0.0013609923,-0.0010011506,0.0000000000
40.1500000000,41.1983985903,-0.5615463255,41.1901588440,-0.5989223719,0.0008391402,0.0027966883,0.0000000000
40.2000000000,41.2383995055,-0.5007514956,41.2401771545,-0.5965950489,-0.0011781106,-0.0009878545,0.0000000000
40.2500000000,41.2887878420,-0.5451268552,41.2901992798,-0.5938606262,0.0007526526,0.0029251536,0.0000000000
40.3000000000,41.3525047301,-0.5380991101,41.3402175903,-0.5915375948,-0.0010337810,-0.0011749033,0.0000000000
40.3500000000,41.3826179507,-0.5794740911,41.3902397156,-0.5891895294,0.0007344649,0.0029417479,0.0000000000
40.4000000000,41.4505233764,-0.5339817404,41.4402580261,-0.5873247981,-0.0009471871,-0.0012895960,0.0000000000
40.4500000000,41.4838562012,-0.5295456052,41.4902801514,-0.5851141214,0.0009256043,0.0023215699,0.0000000000
40.5000000000,41.5496559143,-0.5024926662,41.5402984619,-0.5831196904,-0.0011327967,-0.0012879668,0.0000000000
40.5500000000,41.5863723754,-0.5189589263,41.5903205872,-0.5799343586,0.0010339090,0.0025807202,0.0000000000
40.6000000000,41.6420860291,-0.5449063778,41.6403388977,-0.5788657069,-0.0011949738,-0.0011566983,0.0000000000
40.6500000000,41.6956062315,-0.5027107597,41.6903610230,-0.5760733485,0.0005330197,0.0022206071,0.0000000000
40.7000000000,41.7332153322,-0.5021474957,41.7403793335,-0.5743124485,-0.0012295467,-0.0011236676,0.0000000000
40.7500000000,41.8001441953,-0.4798320828,41.7904014588,-0.5714951754,0.0008878587,0.0026742001,0.0000000000
40.8000000000,41.8330268861,-0.4979279340,41.8404197693,-0.5687692761,-0.0011082046,-0.0007469401,0.0000000000
40.8500000000,41.9045677185,-0.4803657233,41.8904418945,-0.5663201809,0.0008400322,0.0029449535,0.0000000000
40.9000000000,41.9343833924,-0.4868351222,41.9404602051,-0.5644501448,-0.0011327650,-0.0009755361,0.0000000000
40.9500000000,41.9984626772,-0.4996034800,41.9904823303,-0.5624998808,0.0002111829,0.0027328820,0.0000000000
41.0000000000,42.0428237915,-0.4866013229,42.0405006409,-0.5595195293,-0.0008765807,-0.0009270122,0.0000000000
41.0500000000,42.0810546878,-0.4587798717,42.0905227661,-0.5572509169,0.0005457764,0.0026452683,0.0000000000
41.1000000000,42.1483078002,-0.4776422679,42.1405410767,-0.5546459556,-0.0012667461,-0.0010235037,0.0000000000
41.1500000000,42.1749191287,-0.4851745067,42.1905632019,-0.5521817207,0.0006810741,0.0025164191,0.0000000000
41.2000000000,42.2487449645,-0.4940072299,42.2405815125,-0.5496960878,-0.0009908591,-0.0006294695,0.0000000000
41.2500000000,42.2852058411,-0.4368962347,42.2906036377,-0.5471072793,0.0008272412,0.0024657063,0.0000000000
41.3000000000,42.3515205384,-0.4728821516,42.3406219482,-0.5448288918,-0.0011861242,-0.0006411699,0.0000000000
41.3500000000,42.3949394224,-0.4588745236,42.3906440735,-0.5428069830,0.0009046179,0.0026097891,0.0000000000
41.4000000000,42.4353256227,-0.4488510788,42.4406623840,-0.5406412482,-0.0008766355,-0.0009165726,0.0000000000
41.4500000000,42.4936599730,-0.4303680062,42.4906845093,-0.5388774276,0.0005175549,0.0030107912,0.0000000000
41.5000000000,42.5303802491,-0.4354413450,42.5407028198,-0.5369658470,-0.0010741362,-0.0008272375,0.0000000000
41.5500000000,42.6043739316,-0.4319194554,42.5907249451,-0.5344079137,0.0006763287,0.0023819012,0.0000000000
41.6000000000,42.6370811463,-0.4263157248,42.6407432556,-0.5327752829,-0.0011858954,-0.0004033277,0.0000000000
41.6500000000,42.7038383483,-0.4282950461,42.6907653809,-0.5299453735,0.0006715860,0.0023145443,0.0000000000
41.7000000000,42.7404823303,-0.4168814420,42.7407836914,-0.5284424424,-0.0010716745,-0.0008240325,0.0000000000
41.7500000000,42.8002281190,-0.4126981210,42.7908058167,-0.5260111690,0.0005839007,0.0024737869,0.0000000000
41.8000000000,42.8428230285,-0.4209744334,42.8408241272,-0.5238893032,-0.0010553448,-0.0010366687,0.0000000000
41.8500000000,42.8860321047,-0.3695819678,42.8908462525,-0.5215997100,0.0004646725,0.0023570645,0.0000000000
41.9000000000,42.9498252867,-0.4156950414,42.9408645630,-0.5197042823,-0.0014629585,-0.0010088861,0.0000000000
41.9500000000,42.9841308597,-0.3857517241,42.9908866883,-0.5165089965,0.0004636123,0.0026314591,0.0000000000
42.0000000000,43.0478820800,-0.3511597513,43.0409049988,-0.5147341490,-0.0010279298,-0.0007506259,0.0000000000
42.0500000000,43.0818176271,-0.3735396565,43.0909271240,-0.5114270449,0.0003667257,0.0024881225,0.0000000000
42.1000000000,43.1466560364,-0.3862694799,43.1409454346,-0.5090163946,-0.0011339700,-0.0009297860,0.0000000000
42.1500000000,43.1859512329,-0.3980354961,43.1909675598,-0.5062927604,0.0007693356,0.0024216480,0.0000000000
42.2000000000,43.2396049500,-0.3694431186,43.2409858704,-0.5040659308,-0.0010118802,-0.0000988830,0.0000000000
42.2500000000,43.2968482970,-0.3589246573,43.2910079956,-0.5010712147,0.0001977440,0.0027688069,0.0000000000
42.3000000000,43.3316116334,-0.3583244681,43.3410263062,-0.4989194870,-0.0011528956,-0.0006271455,0.0000000000
42.3500000000,43.4006271360,-0.3522229790,43.3910484314,-0.4950522780,0.0009856172,0.0023806172,0.0000000000
42.4000000000,43.4302482606,-0.3353542983,43.4410667420,-0.4912808239,-0.0012872769,-0.0003158057,0.0000000000
42.4500000000,43.5008735656,-0.3139137329,43.4910888672,-0.4879746139,0.0004548437,0.0019687002,0.0000000000
42.5000000000,43.5345764160,-0.3279467225,43.5411071777,-0.4847334623,-0.0011111886,-0.0003772813,0.0000000000
42.5500000000,43.5919570924,-0.2800656261,43.5911293030,-0.4804867208,0.0005511997,0.0020142500,0.0000000000
42.6000000000,43.6382293700,-0.3168227672,43.6411476135,-0.4762959182,-0.0004815993,-0.0005249868,0.0000000000
42.6500000000,43.6890335086,-0.3089786170,43.6911697388,-0.4729178846,0.0006228528,0.0019874386,0.0000000000
42.7000000000,43.7482681273,-0.2900694608,43.7411880493,-0.4695073068,-0.0010531113,-0.0006368907,0.0000000000
42.7500000000,43.7817192080,-0.3719687154,43.7912101746,-0.4646241069,0.0009271643,0.0025633550,0.0000000000
42.8000000000,43.8555297851,-0.2760942281,43.8412284851,-0.4610197842,-0.0009638743,-0.0006384436,0.0000000000
42.8500000000,43.8785820009,-0.2627685665,43.8912506104,-0.4569195509,0.0005182088,0.0021009866,0.0000000000
42.9000000000,43.9482994079,-0.2478003502,43.9412689209,-0.4540229738,-0.0009719914,-0.0009008883,0.0000000000
42.9500000000,43.9884223938,-0.2617693245,43.9912910462,-0.4505919516,0.0007022303,0.0020844245,0.0000000000
43.0000000000,44.0379219055,-0.2258085458,44.0413093567,-0.4465918243,-0.0011211698,-0.0002627964,0.0000000000
43.0500000000,44.0931777952,-0.2333526760,44.0913314819,-0.4437201321,0.0005741175,0.0027272522,0.0000000000
43.1000000000,44.1409797669,-0.2489188164,44.1413497925,-0.4406316280,-0.0006816119,-0.0003375638,0.0000000000
43.1500000000,44.1974983213,-0.2169629484,44.1913719177,-0.4376780093,0.0006196981,0.0028528576,0.0000000000
43.2000000000,44.2364883423,-0.2441551238,44.2413902283,-0.4353349805,-0.0009086411,-0.0001810162,0.0000000000
43.2500000000,44.3017120360,-0.2020695655,44.2914123535,-0.4321493506,0.0005000479,0.0018493722,0.0000000000
43.3000000000,44.3339195252,-0.2462854087,44.3414306641,-0.4302937984,-0.0011942584,-0.0009592636,0.0000000000
43.3500000000,44.3953323365,-0.2345737819,44.3914527893,-0.4269000292,0.0004333831,0.0025136894,0.0000000000
43.4000000000,44.4364089966,-0.1994341612,44.4414710999,-0.4247021675,-0.0009442986,-0.0009455235,0.0000000000
43.4500000000,44.4944419862,-0.2152087239,44.4914932251,-0.4214892089,0.0000272057,0.0021513882,0.0000000000
43.5000000000,44.5442962646,-0.2173431366,44.5415115356,-0.4183223844,-0.0007012827,-0.0001101325,0.0000000000
43.5500000000,44.5802001956,-0.1963012812,44.5915336609,-0.4150959849,0.0006049074,0.0019207480,0.0000000000
43.6000000000,44.6567802429,-0.1945436746,44.6415519714,-0.4123401344,-0.0006534755,-0.0002905737,0.0000000000
43.6500000000,44.6843795778,-0.1959099323,44.6915740967,-0.4096492529,0.0006430331,0.0022066862,0.0000000000
43.7000000000,44.7568321228,-0.1642125845,44.7415924072,-0.4071637988,-0.0003723141,-0.0001437191,0.0000000000
43.7500000000,44.7901687623,-0.1609224383,44.7916145325,-0.4048741162,0.0003781454,0.0025554329,0.0000000000
43.8000000000,44.8463973999,-0.2029907856,44.8416328430,-0.4026299417,-0.0006854928,-0.0002323925,0.0000000000
43.8500000000,44.8875808714,-0.0887913487,44.8916549683,-0.4010058939,0.0003458167,0.0019723242,0.0000000000
43.9000000000,44.9437255860,-0.1568074078,44.9416732788,-0.3988226950,-0.0009716467,-0.0001587281,0.0000000000
43.9500000000,44.9968986509,-0.1282826813,44.9916954041,-0.3959013224,-0.0001373255,0.0019059204,0.0000000000
44.0000000000,45.0281372071,-0.1767047793,45.0417137146,-0.3941209912,-0.0010107424,-0.0000730274,0.0000000000
44.0500000000,45.1010513303,-0.1474995462,45.0917358399,-0.3918879926,0.0003937229,0.0017022097,0.0000000000
44.1000000000,45.1239776612,-0.1658709198,45.1417541504,-0.3904507756,-0.0006168956,-0.0000339548,0.0000000000
44.1500000000,45.2038497924,-0.1931197793,45.1917762757,-0.3890039325,-0.0000573336,0.0019454255,0.0000000000
44.2000000000,45.2349128723,-0.0483349454,45.2417945862,-0.3868254721,-0.0010676434,0.0001568522,0.0000000000
44.2500000000,45.2995758058,-0.1591536403,45.2918167114,-0.3853921592,-0.0000474571,0.0018200547,0.0000000000
44.3000000000,45.3518714904,-0.0920503662,45.3418350220,-0.3845285177,-0.0008560811,-0.0000122537,0.0000000000
44.3500000000,45.3876991275,-0.1026453530,45.3918571472,-0.3827383518,0.0001045246,0.0015599087,0.0000000000
44.4000000000,45.4521636962,-0.1764136702,45.4418754578,-0.3807326853,-0.0007397098,-0.0002870490,0.0000000000
44.4500000000,45.4806861880,-0.1046760160,45.4918975830,-0.3792935610,-0.0000111500,0.0019241760,0.0000000000
44.5000000000,45.5501136779,-0.0957588853,45.5419158936,-0.3775817752,-0.0007968580,0.0000919653,0.0000000000
44.5500000000,45.5879821778,-0.0884911047,45.5919380188,-0.3756981194,0.0004347802,0.0018216958,0.0000000000
44.6000000000,45.6533775330,-0.1307151765,45.6419563294,-0.3747420311,-0.0001139928,0.0001898294,0.0000000000
44.6500000000,45.6906051633,-0.0805723132,45.6919784546,-0.3729791343,0.0001901679,0.0019007922,0.0000000000
44.7000000000,45.7378540040,-0.1227637679,45.7419967651,-0.3718033433,-0.0005046860,-0.0004298535,0.0000000000
44.7500000000,45.7956733702,-0.0989060552,45.7920188904,-0.3703746200,0.0000843895,0.0015632367,0.0000000000
44.8000000000,45.8372993470,-0.1176347137,45.8420372009,-0.3694873750,-0.0006705956,0.0004598493,0.0000000000
44.8500000000,45.9018058775,-0.1187655923,45.8920593262,-0.3681696057,0.0000156621,0.0011873315,0.0000000000
44.9000000000,45.9364967347,-0.0996710583,45.9420776367,-0.3676119447,-0.0008340439,0.0000659580,0.0000000000
44.9500000000,45.9979743958,-0.1096400544,45.9920997620,-0.3651328683,-0.0002279094,0.0018061280,0.0000000000
45.0000000000,46.0385513305,-0.0850003733,46.0421180725,-0.3635518849,-0.0005392408,0.0000102928,0.0000000000
45.0500000000,46.0880279542,-0.0874665756,46.0921401978,-0.3625779450,0.0001475075,0.0018745770,0.0000000000
45.1000000000,46.1499824523,-0.0922556966,46.1421585083,-0.3611721992,-0.0007208668,-0.0001812647,0.0000000000
45.1500000000,46.1947746280,-0.0913324207,46.1921806336,-0.3595485389,-0.0003534840,0.0014630701,0.0000000000
45.2000000000,46.2519721984,-0.0916591436,46.2421989441,-0.3580740988,-0.0003795361,0.0002975035,0.0000000000
45.2500000000,46.2877082827,-0.0688843058,46.2922210694,-0.3571400642,0.0002594900,0.0015352554,0.0000000000
45.3000000000,46.3602180480,-0.1259981842,46.3422393799,-0.3558823466,-0.0002934902,-0.0002930895,0.0000000000
45.3500000000,46.3919601441,-0.0601697344,46.3922615051,-0.3540568054,0.0003000567,0.0016912534,0.0000000000
45.4000000000,46.4495582580,-0.0908082948,46.4422798157,-0.3534673750,-0.0007069312,0.0003260106,0.0000000000
45.4500000000,46.4914817809,-0.0453386978,46.4923019409,-0.3510994315,0.0003718933,0.0017497062,0.0000000000
45.5000000000,46.5411720276,-0.0874829144,46.5423202515,-0.3500125706,-0.0004814917,-0.0000820028,0.0000000000
45.5500000000,46.5982093809,-0.0728838292,46.5923423767,-0.3495312929,0.0001428232,0.0011878189,0.0000000000
45.6000000000,46.6409149171,-0.0690224171,46.6423606873,-0.3478015363,-0.0003132561,0.0006244631,0.0000000000
45.6500000000,46.7017364501,-0.0830039977,46.6923828125,-0.3463526368,0.0000884314,0.0014454368,0.0000000000
45.7000000000,46.7273788453,0.0698788688,46.7424011231,-0.3451407552,-0.0002196782,0.0007469300,0.0000000000
45.7500000000,46.7999801634,-0.0681452379,46.7924232483,-0.3439655900,0.0001556814,0.0011588712,0.0000000000
45.8000000000,46.8291244507,-0.0679017604,46.8424415588,-0.3424205482,-0.0000237654,0.0001910386,0.0000000000
45.8500000000,46.8937187196,-0.0848681627,46.8924636841,-0.3407719433,0.0003427805,0.0012958090,0.0000000000
45.9000000000,46.9405860901,-0.0600746422,46.9424819946,-0.3401200473,-0.0003634339,0.0003457000,0.0000000000
45.9500000000,46.9890708927,-0.0458238647,46.9925041199,-0.3380053937,0.0004171617,0.0015832366,0.0000000000
46.0000000000,47.0562934875,-0.0655141993,47.0425224304,-0.3377106190,-0.0004741483,0.0003629077,0.0000000000
46.0500000000,47.0892829897,-0.0514819324,47.0925254822,-0.3363066912,0.0002126707,0.0014397731,0.0000000000
46.1000000000,47.1554069518,-0.0556109510,47.1424980164,-0.3349418044,-0.0001742319,0.0005898337,0.0000000000
46.1500000000,47.1783523562,-0.0403217716,47.1924705506,-0.3332614005,-0.0003017066,0.0013740353,0.0000000000
46.2000000000,47.2483291626,-0.0585712753,47.2424430847,-0.3320367038,-0.0006159502,0.0006378178,0.0000000000
46.2500000000,47.2932662964,-0.0429294110,47.2924156189,-0.3305613101,0.0001306662,0.0009368050,0.0000000000
46.3000000000,47.3460388184,-0.0147512565,47.3423881531,-0.3294485509,-0.0002071852,-0.0001060951,0.0000000000
46.3500000000,47.3988075255,-0.0364580004,47.3923606873,-0.3284140229,-0.0002577985,0.0006584524,0.0000000000
46.4000000000,47.4359245301,-0.0036311026,47.4423332214,-0.3278118670,-0.0007432282,0.0008260751,0.0000000000
46.4500000000,47.4944381712,-0.0436440632,47.4923057556,-0.3256380260,-0.0001288214,0.0011187468,0.0000000000
46.5000000000,47.5282516480,0.0125082079,47.5422782898,-0.3233518600,-0.0000327216,0.0009471502,0.0000000000
46.5500000000,47.6020393370,-0.0148148510,47.5922508240,-0.3229236305,-0.0003470245,0.0011937669,0.0000000000
46.6000000000,47.6319427491,0.0008874282,47.6422233582,-0.3217107654,0.0000604855,0.0009577365,0.0000000000
46.6500000000,47.6996040343,0.0236006699,47.6921958924,-0.3201251030,-0.0007730962,0.0010553475,0.0000000000
46.7000000000,47.7485656738,-0.0149944052,47.7421684265,-0.3187057674,0.0001114440,0.0004735252,0.0000000000
46.7500000000,47.7921791078,-0.0148218684,47.7921409607,-0.3174266219,0.0004004374,0.0009524663,0.0000000000
46.8000000000,47.8477210998,-0.0576951987,47.8421134949,-0.3159921467,-0.0002797948,0.0009785529,0.0000000000
46.8500000000,47.8881797792,0.0237061528,47.8920860291,-0.3142065704,0.0001533290,0.0009431836,0.0000000000
46.9000000000,47.9508514404,0.0077808895,47.9420585632,-0.3136410713,-0.0004458292,0.0008988137,0.0000000000
46.9500000000,47.9889183046,0.0133238881,47.9920310974,-0.3117973805,0.0003581801,0.0009961939,0.0000000000
47.0000000000,48.0615653991,-0.0114860333,48.0420036316,-0.3114689887,-0.0004029195,0.0011479978,0.0000000000
47.0500000000,48.0815200807,-0.0360641918,48.0919761658,-0.3096992075,0.0001125935,0.0007030680,0.0000000000
