OUTPUT OF MATLAB Q4 SMALL STRAIN FEM IMPLEMENTATION 

          DISPLACEMENTS 
********************************* 
  Node      U1           U2 
   76  -7.18180e-02   4.35669e-01 
   77  -1.16087e-01   4.32839e-01 
   78   5.90432e-02   4.94185e-01 
   79  -3.19784e-02   4.84345e-01 
   80  -1.23534e-01   4.77302e-01 
   81   5.78258e-02   5.41490e-01 
   82   1.06898e-02   5.35955e-01 
   83  -3.63853e-02   5.31118e-01 
   84  -8.35928e-02   5.26946e-01 
   85  -1.31122e-01   5.23406e-01 
   86   5.61506e-02   5.90338e-01 
   87  -4.10907e-02   5.79444e-01 
   88  -1.38846e-01   5.71072e-01 
   89   5.40236e-02   6.40644e-01 
   90   3.93435e-03   6.34626e-01 
   91  -4.60892e-02   6.29241e-01 
   92  -9.62388e-02   6.24452e-01 
   93  -1.46703e-01   6.20224e-01 
   94   5.14534e-02   6.92326e-01 
   95  -5.13727e-02   6.80431e-01 
   96  -1.54684e-01   6.70784e-01 
   97   4.84487e-02   7.45303e-01 
   98  -4.27872e-03   7.38835e-01 
   99  -5.69332e-02   7.32933e-01 
  100  -1.09705e-01   7.27559e-01 
  101  -1.62783e-01   7.22676e-01 
  102   4.50207e-02   7.99493e-01 
  103  -6.27602e-02   7.86669e-01 
  104  -1.70989e-01   7.75823e-01 
  105   4.11803e-02   8.54815e-01 
  106  -1.38724e-02   8.47936e-01 
  107  -6.88429e-02   8.41559e-01 
  108  -1.23921e-01   8.35644e-01 
  109  -1.79292e-01   8.30148e-01 
  110   3.69410e-02   9.11188e-01 
  111  -7.51688e-02   8.97526e-01 
  112  -1.87682e-01   8.85575e-01 
  113   3.23159e-02   9.68531e-01 
  114  -2.47513e-02   9.61293e-01 
  115  -8.17251e-02   9.54491e-01 
  116  -1.38794e-01   9.48084e-01 
  117  -1.96144e-01   9.42028e-01 
  118   2.73201e-02   1.02677e+00 
  119  -8.84972e-02   1.01238e+00 
  120  -2.04666e-01   9.99430e-01 
  121   2.19686e-02   1.08581e+00 
  122  -3.68040e-02   1.07827e+00 
  123  -9.54705e-02   1.07110e+00 
  124  -1.54218e-01   1.06426e+00 
  125  -2.13233e-01   1.05771e+00 
  126   1.62780e-02   1.14559e+00 
  127  -1.02629e-01   1.13060e+00 
  128  -2.21831e-01   1.11678e+00 
  129   1.02650e-02   1.20603e+00 
  130  -4.99055e-02   1.19825e+00 
  131  -1.09956e-01   1.19078e+00 
  132  -1.70073e-01   1.18357e+00 
  133  -2.30442e-01   1.17657e+00 
  134   3.94732e-03   1.26704e+00 
  135  -1.17435e-01   1.25157e+00 
  136  -2.39050e-01   1.23701e+00 
  137  -2.65737e-03   1.32855e+00 
  138  -6.39201e-02   1.32060e+00 
  139  -1.25047e-01   1.31290e+00 
  140  -1.86225e-01   1.30539e+00 
  141  -2.47639e-01   1.29803e+00 
  142  -9.53085e-03   1.39048e+00 
  143  -1.32775e-01   1.37468e+00 
  144  -2.56189e-01   1.35953e+00 
  145  -1.66539e-02   1.45275e+00 
  146  -7.87022e-02   1.44471e+00 
  147  -1.40601e-01   1.43684e+00 
  148  -2.02532e-01   1.42911e+00 
  149  -2.64683e-01   1.42145e+00 
  150  -2.40060e-02   1.51529e+00 
  151  -1.48502e-01   1.49931e+00 
  152  -2.73103e-01   1.48372e+00 
  153  -3.15720e-02   1.57803e+00 
  154  -9.41036e-02   1.56996e+00 
  155  -1.56459e-01   1.56201e+00 
  156  -2.18846e-01   1.55412e+00 
  157  -2.81431e-01   1.54625e+00 
  158  -3.93422e-02   1.64086e+00 
  159  -1.64455e-01   1.62486e+00 
  160  -2.89655e-01   1.60897e+00 
  161  -4.72864e-02   1.70371e+00 
  162  -1.09956e-01   1.69573e+00 
  163  -1.72467e-01   1.68779e+00 
  164  -2.35011e-01   1.67984e+00 
  165  -2.97761e-01   1.67183e+00 

                ELEMENT STRESSES 
***************************************************************************************************************************************************************** 
Element   S11_G1       S22_G1       S12_G1       S11_G2       S22_G2       S12_G2       S11_G3       S22_G3         S12_G3     S11_G4       S22_G4       S12_G4 
***************************************************************************************************************************************************************** 
    1   4.7293e+03   1.0541e+03   4.1794e+02   4.5778e+03  -1.1844e+02   8.3190e+01   1.0706e+03  -1.8063e+02   2.3677e+02   9.9619e+02  -1.2037e+02  -1.6726e+02 
    2  -1.1201e+03   4.5869e+01  -1.7780e+02  -1.1842e+03   8.7707e+01   1.7983e+02  -4.3869e+03   7.8944e+01  -9.5510e+01  -4.5658e+03  -1.1066e+03   3.2812e+02 
    3   4.4212e+03  -1.0954e+02   2.2378e+02   4.3109e+03  -3.2116e+01   2.2541e+02   1.0615e+03  -7.0664e+01   2.1617e+02   1.2222e+03   1.9109e+02   1.4601e+02 
    4  -1.3341e+03  -3.1467e+02   7.5111e+01  -1.1809e+03  -2.3448e+01   1.1597e+02  -4.1368e+03  -1.2074e+01  -1.4803e+02  -4.2444e+03   7.4416e+01  -3.7754e+01 
    5   4.2021e+03   4.4665e+01   2.8321e+02   4.0507e+03  -5.3803e-02   3.2759e+02   1.0123e+03  -3.2417e+01   2.1704e+02   1.0319e+03  -7.4951e+01   2.0168e+02 
    6  -1.1497e+03  -8.5467e+00   8.4290e+01  -1.1300e+03  -3.3235e+01   7.1125e+01  -3.8961e+03  -2.3170e+01  -2.0477e+02  -4.0393e+03  -7.9407e+01  -1.5877e+02 
    7   3.9420e+03   2.8157e+00   3.6016e+02   3.7954e+03   2.1861e+01   3.9268e+02   9.3930e+02  -1.3866e+01   2.3062e+02   9.8290e+02  -1.0414e+01   2.1987e+02 
    8  -1.0973e+03  -4.8050e+01   6.0061e+01  -1.0526e+03  -2.9926e+01   5.3555e+01  -3.6617e+03  -3.8448e+01  -2.6511e+02  -3.7978e+03  -2.4298e+01  -2.2836e+02 
    9   3.6865e+03   3.0417e+01   4.1484e+02   3.5384e+03   3.7431e+01   4.4169e+02   8.7744e+02   4.8802e-01   2.4296e+02   9.1381e+02  -1.0405e+01   2.3670e+02 
   10  -1.0264e+03  -2.3730e+01   4.7435e+01  -9.8849e+02  -2.1034e+01   3.9127e+01  -3.4218e+03  -4.3414e+01  -3.1326e+02  -3.5600e+03  -4.2668e+01  -2.8753e+02 
   11   3.4305e+03   4.3924e+01   4.5822e+02   3.2836e+03   5.3827e+01   4.7632e+02   8.1178e+02   1.4312e+01   2.5076e+02   8.4944e+02   6.9101e+00   2.4649e+02 
   12  -9.5915e+02  -1.9142e+01   3.4177e+01  -9.2005e+02  -1.4099e+01   2.8869e+01  -3.1838e+03  -5.1399e+01  -3.4760e+02  -3.3213e+03  -4.6890e+01  -3.2902e+02 
   13   3.1765e+03   5.9933e+01   4.8686e+02   3.0309e+03   6.8188e+01   4.9771e+02   7.4763e+02   2.6812e+01   2.5543e+02   7.8470e+02   1.9360e+01   2.5323e+02 
   14  -8.9199e+02  -1.1174e+01   2.5600e+01  -8.5349e+02  -7.0908e+00   2.1854e+01  -2.9462e+03  -5.7633e+01  -3.6981e+02  -3.0832e+03  -5.4441e+01  -3.5847e+02 
   15   2.9250e+03   7.3490e+01   5.0311e+02   2.7812e+03   8.0650e+01   5.0714e+02   6.8374e+02   3.8114e+01   2.5680e+02   7.2053e+02   3.1562e+01   2.5640e+02 
   16  -8.2536e+02  -4.5740e+00   1.9860e+01  -7.8720e+02  -5.5966e-01   1.7946e+01  -2.7104e+03  -6.2815e+01  -3.8051e+02  -2.8463e+03  -6.0233e+01  -3.7559e+02 
   17   2.6766e+03   8.4969e+01   5.0781e+02   2.5348e+03   9.0610e+01   5.0572e+02   6.2059e+02   4.8057e+01   2.5532e+02   6.5697e+02   4.2278e+01   2.5654e+02 
   18  -7.5948e+02   1.9456e+00   1.7195e+01  -7.2179e+02   5.8063e+00   1.6856e+01  -2.4767e+03  -6.6172e+01  -3.8079e+02  -2.6113e+03  -6.4668e+01  -3.8180e+02 
   19   2.4317e+03   9.3814e+01   5.0216e+02   2.2920e+03   9.7830e+01   4.9460e+02   5.5816e+02   5.6591e+01   2.5128e+02   5.9410e+02   5.1657e+01   2.5394e+02 
   20  -6.9440e+02   8.2588e+00   1.7219e+01  -6.5722e+02   1.2044e+01   1.8344e+01  -2.2453e+03  -6.7497e+01  -3.7162e+02  -2.3786e+03  -6.7177e+01  -3.7796e+02 
   21   2.1905e+03   9.9839e+01   4.8725e+02   2.0529e+03   1.0215e+02   4.7483e+02   4.9650e+02   6.3686e+01   2.4499e+02   5.3200e+02   5.9600e+01   2.4891e+02 
   22  -6.3021e+02   1.4490e+01   1.9722e+01  -5.9356e+02   1.8225e+01   2.2163e+01  -2.0165e+03  -6.6598e+01  -3.5397e+02  -2.1483e+03  -6.7556e+01  -3.6509e+02 
   23   1.9530e+03   1.0294e+02   4.6415e+02   1.8176e+03   1.0354e+02   4.4747e+02   4.3562e+02   6.9344e+01   2.3673e+02   4.7067e+02   6.6103e+01   2.4175e+02 
   24  -5.6694e+02   2.0674e+01   2.4452e+01  -5.3082e+02   2.4372e+01   2.8074e+01  -1.7902e+03  -6.3416e+01  -3.2876e+02  -1.9205e+03  -6.5675e+01  -3.4413e+02 
   25   1.7193e+03   1.0312e+02   4.3388e+02   1.5860e+03   1.0206e+02   4.1351e+02   3.7547e+02   7.3593e+01   2.2678e+02   4.1010e+02   7.1178e+01   2.3274e+02 
   26  -5.0458e+02   2.6829e+01   3.1175e+01  -4.6899e+02   3.0487e+01   3.5844e+01  -1.5665e+03  -5.7984e+01  -2.9692e+02  -1.6954e+03  -6.1515e+01  -3.1602e+02 
   27   1.4892e+03   1.0049e+02   3.9741e+02   1.3578e+03   9.7865e+01   3.7390e+02   3.1602e+02   7.6483e+01   2.1541e+02   3.5026e+02   7.4862e+01   2.2216e+02 
   28  -4.4313e+02   3.2944e+01   3.9660e+01  -4.0803e+02   3.6551e+01   4.5250e+01  -1.3451e+03  -5.0425e+01  -2.5930e+02  -1.4726e+03  -5.5147e+01  -2.8163e+02 
   29   1.2624e+03   9.5221e+01   3.5569e+02   1.1328e+03   9.1164e+01   3.2954e+02   2.5716e+02   7.8088e+01   2.0287e+02   2.9106e+02   7.7216e+01   2.1026e+02 
   30  -3.8251e+02   3.8990e+01   4.9686e+01  -3.4787e+02   4.2509e+01   5.6065e+01  -1.1258e+03  -4.0920e+01  -2.1675e+02  -1.2522e+03  -4.6721e+01  -2.4183e+02 
   31   1.0386e+03   8.7554e+01   3.0959e+02   9.1069e+02   8.2254e+01   2.8133e+02   1.9884e+02   7.8464e+01   1.8936e+02   2.3245e+02   7.8308e+01   1.9728e+02 
   32  -3.2267e+02   4.4914e+01   6.1034e+01  -2.8845e+02   4.8352e+01   6.8101e+01  -9.0831e+02  -2.9759e+01  -1.7009e+02  -1.0337e+03  -3.6462e+01  -1.9745e+02 
   33   8.1760e+02   7.7843e+01   2.5996e+02   6.9104e+02   7.1401e+01   2.3001e+02   1.4088e+02   7.7813e+01   1.7525e+02   1.7427e+02   7.8252e+01   1.8346e+02 
   34  -2.6352e+02   5.0664e+01   7.3506e+01  -2.2964e+02   5.3795e+01   8.1086e+01  -6.9227e+02  -1.7082e+01  -1.2009e+02  -8.1686e+02  -2.4619e+01  -1.4928e+02 
   35   5.9878e+02   6.6243e+01   2.0767e+02   4.7325e+02   5.9116e+01   1.7677e+02   8.3332e+01   7.5694e+01   1.6032e+02   1.1658e+02   7.7045e+01   1.6906e+02 
   36  -2.0501e+02   5.6109e+01   8.6865e+01  -1.7140e+02   5.9451e+01   9.5027e+01  -4.7721e+02  -4.0999e+00  -6.7545e+01  -6.0130e+02  -1.1567e+01  -9.8107e+01 
   37   3.8179e+02   5.3777e+01   1.5358e+02   2.5556e+02   4.5357e+01   1.2161e+02   2.6419e+01   7.3492e+01   1.4803e+02   5.8660e+01   7.4584e+01   1.5451e+02 
   38  -1.4659e+02   6.0551e+01   1.0094e+02  -1.1173e+02   6.0346e+01   1.0883e+02  -2.6370e+02   1.1450e+01  -1.4422e+01  -3.8654e+02   2.3038e+00  -4.4926e+01 
   39   1.5993e+02   3.8083e+01   1.0052e+02   3.2588e+01   3.7959e+01   6.4641e+01  -2.4225e+01   7.3620e+01   1.3276e+02   5.0006e+00   7.0081e+01   1.4341e+02 
   40  -8.4190e+01   6.1872e+01   1.1535e+02  -4.4507e+01   7.7473e+01   1.2331e+02  -5.6529e+01   2.2244e+01   3.7834e+01  -1.7509e+02   1.2602e+01   6.7474e+00 

                ELEMENT STRAINS 
***************************************************************************************************************************************************************** 
Element   E11_G1       E22_G1       E12_G1       E11_G2       E22_G2       E12_G2       E11_G3       E22_G3       E12_G3       E11_G4       E22_G4       E12_G4 
***************************************************************************************************************************************************************** 
    1   1.8084e-02  -3.9674e-03   2.3390e-03   1.9524e-02  -8.8036e-03  -4.4339e-05   4.9943e-03  -2.8178e-03   1.3052e-03   4.5039e-03  -2.3558e-03  -1.0551e-03 
    2  -4.9826e-03   2.2996e-03  -1.0818e-03  -5.2880e-03   2.5458e-03   1.2754e-03  -1.9720e-02   8.7297e-03  -6.6161e-05  -1.8199e-02   3.9494e-03   2.2667e-03 
    3   1.8912e-02  -8.5376e-03   5.1700e-04   1.8331e-02  -8.0140e-03   2.1124e-04   4.8007e-03  -2.3696e-03   1.0231e-03   4.9522e-03  -1.4700e-03   7.0884e-04 
    4  -5.2048e-03   1.1054e-03   6.5649e-04  -5.0353e-03   2.0315e-03   1.0336e-03  -1.8418e-02   7.8694e-03   2.0891e-04  -1.9034e-02   8.4072e-03   5.9379e-04 
    5   1.7786e-02  -7.5272e-03   3.6027e-04   1.7284e-02  -7.5002e-03   3.4575e-04   4.5652e-03  -2.1583e-03   9.0159e-04   4.6924e-03  -2.3438e-03   8.7403e-04 
    6  -4.9268e-03   2.0380e-03   8.9891e-04  -4.7810e-03   1.8818e-03   8.8916e-04  -1.7331e-02   7.3824e-03   3.3606e-04  -1.7848e-02   7.3944e-03   3.4288e-04 
    7   1.6867e-02  -7.3336e-03   3.6396e-04   1.6272e-02  -7.0380e-03   3.5073e-04   4.2727e-03  -1.9981e-03   8.8907e-04   4.4193e-03  -2.0291e-03   8.8076e-04 
    8  -4.6051e-03   1.7515e-03   8.5962e-04  -4.4290e-03   1.7321e-03   8.8176e-04  -1.6289e-02   6.9120e-03   3.4700e-04  -1.6899e-02   7.2030e-03   3.6648e-04 
    9   1.5842e-02  -6.8443e-03   3.4959e-04   1.5264e-02  -6.6015e-03   3.5078e-04   4.0356e-03  -1.8769e-03   8.8734e-04   4.1806e-03  -1.9600e-03   8.8880e-04 
   10  -4.3185e-03   1.7024e-03   8.8517e-04  -4.1498e-03   1.6354e-03   8.7936e-04  -1.5252e-02   6.4831e-03   3.4595e-04  -1.5846e-02   6.7212e-03   3.4301e-04 
   11   1.4840e-02  -6.4180e-03   3.5157e-04   1.4258e-02  -6.1610e-03   3.5048e-04   3.7793e-03  -1.7472e-03   8.8396e-04   3.9253e-03  -1.8193e-03   8.8508e-04 
   12  -4.0194e-03   1.5832e-03   8.7615e-04  -3.8497e-03   1.5238e-03   8.7687e-04  -1.4220e-02   6.0448e-03   3.4651e-04  -1.4816e-02   6.2973e-03   3.4830e-04 
   13   1.3833e-02  -5.9768e-03   3.4968e-04   1.3253e-02  -5.7238e-03   3.4934e-04   3.5277e-03  -1.6219e-03   8.8181e-04   3.6742e-03  -1.6960e-03   8.8320e-04 
   14  -3.7269e-03   1.4784e-03   8.7672e-04  -3.5590e-03   1.4169e-03   8.7515e-04  -1.3191e-02   5.6112e-03   3.4551e-04  -1.3784e-02   5.8601e-03   3.4574e-04 
   15   1.2830e-02  -5.5403e-03   3.4887e-04   1.2250e-02  -5.2874e-03   3.4837e-04   3.2739e-03  -1.4968e-03   8.7921e-04   3.4208e-03  -1.5697e-03   8.8068e-04 
   16  -3.4354e-03   1.3699e-03   8.7413e-04  -3.2686e-03   1.3084e-03   8.7311e-04  -1.2165e-02   5.1776e-03   3.4488e-04  -1.2756e-02   5.4268e-03   3.4552e-04 
   17   1.1827e-02  -5.1043e-03   3.4780e-04   1.1249e-02  -4.8524e-03   3.4733e-04   3.0197e-03  -1.3729e-03   8.7672e-04   3.1670e-03  -1.4453e-03   8.7816e-04 
   18  -3.1464e-03   1.2616e-03   8.7232e-04  -2.9809e-03   1.1998e-03   8.7113e-04  -1.1143e-02   4.7453e-03   3.4412e-04  -1.1732e-02   4.9939e-03   3.4465e-04 
   19   1.0827e-02  -4.6698e-03   3.4678e-04   1.0250e-02  -4.4187e-03   3.4631e-04   2.7646e-03  -1.2500e-03   8.7422e-04   2.9123e-03  -1.3217e-03   8.7565e-04 
   20  -2.8595e-03   1.1529e-03   8.7028e-04  -2.6952e-03   1.0907e-03   8.6915e-04  -1.0124e-02   4.3140e-03   3.4339e-04  -1.0712e-02   4.5621e-03   3.4394e-04 
   21   9.8284e-03  -4.2365e-03   3.4577e-04   9.2522e-03  -3.9862e-03   3.4532e-04   2.5087e-03  -1.1281e-03   8.7181e-04   2.6569e-03  -1.1991e-03   8.7319e-04 
   22  -2.5749e-03   1.0438e-03   8.6834e-04  -2.4118e-03   9.8136e-04   8.6725e-04  -9.1095e-03   3.8838e-03   3.4268e-04  -9.6947e-03   4.1313e-03   3.4321e-04 
   23   8.8313e-03  -3.8045e-03   3.4480e-04   8.2561e-03  -3.5549e-03   3.4438e-04   2.2520e-03  -1.0071e-03   8.6951e-04   2.4006e-03  -1.0775e-03   8.7082e-04 
   24  -2.2923e-03   9.3433e-04   8.6648e-04  -2.1305e-03   8.7161e-04   8.6546e-04  -8.0979e-03   3.4545e-03   3.4202e-04  -8.6812e-03   3.7015e-03   3.4252e-04 
   25   7.8358e-03  -3.3736e-03   3.4388e-04   7.2614e-03  -3.1248e-03   3.4349e-04   1.9945e-03  -8.8710e-04   8.6736e-04   2.1436e-03  -9.5687e-04   8.6858e-04 
   26  -2.0119e-03   8.2450e-04   8.6475e-04  -1.8512e-03   7.6147e-04   8.6381e-04  -7.0896e-03   3.0260e-03   3.4142e-04  -7.6711e-03   3.2727e-03   3.4188e-04 
   27   6.8416e-03  -2.9438e-03   3.4302e-04   6.2679e-03  -2.6957e-03   3.4269e-04   1.7362e-03  -7.6799e-04   8.6538e-04   1.8857e-03  -8.3717e-04   8.6650e-04 
   28  -1.7335e-03   7.1427e-04   8.6317e-04  -1.5739e-03   6.5093e-04   8.6235e-04  -6.0843e-03   2.5984e-03   3.4088e-04  -6.6641e-03   2.8447e-03   3.4130e-04 
   29   5.8485e-03  -2.5150e-03   3.4224e-04   5.2754e-03  -2.2675e-03   3.4192e-04   1.4769e-03  -6.4976e-04   8.6368e-04   1.6269e-03  -7.1835e-04   8.6462e-04 
   30  -1.4571e-03   6.0364e-04   8.6179e-04  -1.2986e-03   5.3994e-04   8.6106e-04  -5.0818e-03   2.1715e-03   3.4044e-04  -5.6600e-03   2.4175e-03   3.4080e-04 
   31   4.8563e-03  -2.0872e-03   3.4156e-04   4.2837e-03  -1.8402e-03   3.4139e-04   1.2166e-03  -5.3238e-04   8.6196e-04   1.3672e-03  -6.0044e-04   8.6296e-04 
   32  -1.1827e-03   4.9256e-04   8.6062e-04  -1.0252e-03   4.2863e-04   8.6016e-04  -4.0817e-03   1.7451e-03   3.4003e-04  -4.6587e-03   1.9909e-03   3.4038e-04 
   33   3.8648e-03  -1.6599e-03   3.4090e-04   3.2924e-03  -1.4136e-03   3.4044e-04   9.5530e-04  -4.1572e-04   8.6133e-04   1.1063e-03  -4.8316e-04   8.6153e-04 
   34  -9.0995e-04   3.8103e-04   8.5974e-04  -7.5333e-04   3.1627e-04   8.5897e-04  -3.0841e-03   1.3197e-03   3.3994e-04  -3.6597e-03   1.5649e-03   3.4008e-04 
   35   2.8737e-03  -1.2339e-03   3.4046e-04   2.3016e-03  -9.8789e-04   3.4177e-04   6.9305e-04  -3.0085e-04   8.5826e-04   8.4501e-04  -3.6732e-04   8.6031e-04 
   36  -6.3925e-04   2.6902e-04   8.5901e-04  -4.8370e-04   2.0511e-04   8.5978e-04  -2.0872e-03   8.9167e-04   3.3875e-04  -2.6627e-03   1.1392e-03   3.3991e-04 
   37   1.8823e-03  -8.0680e-04   3.4146e-04   1.3041e-03  -5.6051e-04   3.4243e-04   4.3895e-04  -1.9293e-04   8.7187e-04   5.8192e-04  -2.5345e-04   8.6099e-04 
   38  -3.6768e-04   1.5335e-04   8.5704e-04  -2.0415e-04   7.5724e-05   8.4763e-04  -1.1023e-03   4.7652e-04   3.3526e-04  -1.6681e-03   7.1415e-04   3.3838e-04 
   39   8.7584e-04  -3.8638e-04   3.6036e-04   2.6712e-04  -9.2690e-05   3.5763e-04   1.9486e-04  -7.3776e-05   8.6526e-04   3.4661e-04  -1.6202e-04   8.7368e-04 
   40  -7.7186e-05   2.0781e-05   8.4387e-04   8.0978e-05  -5.0980e-07   8.5046e-04  -1.4164e-04   5.6561e-05   3.2331e-04  -6.8946e-04   2.8657e-04   3.1899e-04 

       SUPPORT REACTIONS 
***************************** 
  Node   Dof      Magnitude 
***************************** 
    1     1      -5.77044e+02 
    1     2      -2.50233e+02 
    2     1      -8.31180e+02 
    2     2       2.27430e+02 
    3     1       1.86568e+01 
    3     2      -7.56287e+01 
    4     1       8.33395e+02 
    4     2       2.39333e+02 
    5     1       5.56173e+02 
    5     2      -2.40902e+02 
