OUTPUT OF MATLAB Q4 SMALL STRAIN FEM IMPLEMENTATION 

          DISPLACEMENTS 
********************************* 
  Node      U1           U2 
 1339  -4.21803e-01   2.36323e+00 
 1340  -4.32999e-01   2.36059e+00 
 1341  -4.44198e-01   2.35794e+00 
 1342  -4.02049e-01   2.37974e+00 
 1343  -4.24453e-01   2.37443e+00 
 1344  -4.46864e-01   2.36914e+00 
 1345  -4.04685e-01   2.39096e+00 
 1346  -4.15895e-01   2.38830e+00 
 1347  -4.27106e-01   2.38564e+00 
 1348  -4.38319e-01   2.38299e+00 
 1349  -4.49534e-01   2.38034e+00 
 1350  -4.07326e-01   2.40218e+00 
 1351  -4.29763e-01   2.39686e+00 
 1352  -4.52207e-01   2.39154e+00 
 1353  -4.09972e-01   2.41341e+00 
 1354  -4.21198e-01   2.41075e+00 
 1355  -4.32425e-01   2.40808e+00 
 1356  -4.43654e-01   2.40542e+00 
 1357  -4.54885e-01   2.40276e+00 
 1358  -4.12621e-01   2.42466e+00 
 1359  -4.35090e-01   2.41931e+00 
 1360  -4.57566e-01   2.41399e+00 
 1361  -4.15275e-01   2.43590e+00 
 1362  -4.26517e-01   2.43323e+00 
 1363  -4.37760e-01   2.43055e+00 
 1364  -4.49005e-01   2.42789e+00 
 1365  -4.60252e-01   2.42522e+00 
 1366  -4.17933e-01   2.44716e+00 
 1367  -4.40433e-01   2.44180e+00 
 1368  -4.62940e-01   2.43646e+00 
 1369  -4.20595e-01   2.45842e+00 
 1370  -4.31852e-01   2.45574e+00 
 1371  -4.43111e-01   2.45306e+00 
 1372  -4.54371e-01   2.45038e+00 
 1373  -4.65633e-01   2.44771e+00 
 1374  -4.23262e-01   2.46970e+00 
 1375  -4.45792e-01   2.46432e+00 
 1376  -4.68329e-01   2.45896e+00 
 1377  -4.25932e-01   2.48097e+00 
 1378  -4.37204e-01   2.47828e+00 
 1379  -4.48477e-01   2.47559e+00 
 1380  -4.59751e-01   2.47291e+00 
 1381  -4.71028e-01   2.47023e+00 
 1382  -4.28606e-01   2.49226e+00 
 1383  -4.51165e-01   2.48687e+00 
 1384  -4.73731e-01   2.48150e+00 
 1385  -4.31284e-01   2.50355e+00 
 1386  -4.42570e-01   2.50085e+00 
 1387  -4.53857e-01   2.49816e+00 
 1388  -4.65146e-01   2.49547e+00 
 1389  -4.76437e-01   2.49278e+00 
 1390  -4.33965e-01   2.51485e+00 
 1391  -4.56553e-01   2.50945e+00 
 1392  -4.79146e-01   2.50406e+00 
 1393  -4.36651e-01   2.52616e+00 
 1394  -4.47951e-01   2.52345e+00 
 1395  -4.59252e-01   2.52075e+00 
 1396  -4.70554e-01   2.51805e+00 
 1397  -4.81858e-01   2.51535e+00 
 1398  -4.39340e-01   2.53747e+00 
 1399  -4.61954e-01   2.53206e+00 
 1400  -4.84574e-01   2.52665e+00 
 1401  -4.42032e-01   2.54879e+00 
 1402  -4.53346e-01   2.54608e+00 
 1403  -4.64660e-01   2.54337e+00 
 1404  -4.75975e-01   2.54066e+00 
 1405  -4.87293e-01   2.53796e+00 
 1406  -4.44729e-01   2.56011e+00 
 1407  -4.67369e-01   2.55469e+00 
 1408  -4.90014e-01   2.54927e+00 
 1409  -4.47428e-01   2.57144e+00 
 1410  -4.58754e-01   2.56873e+00 
 1411  -4.70081e-01   2.56601e+00 
 1412  -4.81409e-01   2.56330e+00 
 1413  -4.92739e-01   2.56059e+00 
 1414  -4.50131e-01   2.58278e+00 
 1415  -4.72796e-01   2.57734e+00 
 1416  -4.95467e-01   2.57191e+00 
 1417  -4.52838e-01   2.59413e+00 
 1418  -4.64176e-01   2.59140e+00 
 1419  -4.75515e-01   2.58868e+00 
 1420  -4.86855e-01   2.58596e+00 
 1421  -4.98197e-01   2.58325e+00 
 1422  -4.55547e-01   2.60547e+00 
 1423  -4.78236e-01   2.60002e+00 
 1424  -5.00930e-01   2.59458e+00 
 1425  -4.58260e-01   2.61683e+00 
 1426  -4.69610e-01   2.61410e+00 
 1427  -4.80961e-01   2.61137e+00 
 1428  -4.92313e-01   2.60865e+00 
 1429  -5.03666e-01   2.60593e+00 
 1430  -4.60976e-01   2.62819e+00 
 1431  -4.83688e-01   2.62273e+00 
 1432  -5.06404e-01   2.61728e+00 
 1433  -4.63696e-01   2.63956e+00 
 1434  -4.75056e-01   2.63682e+00 
 1435  -4.86418e-01   2.63409e+00 
 1436  -4.97781e-01   2.63136e+00 
 1437  -5.09145e-01   2.62863e+00 
 1438  -4.66418e-01   2.65093e+00 
 1439  -4.89151e-01   2.64545e+00 
 1440  -5.11889e-01   2.63999e+00 
 1441  -4.69143e-01   2.66230e+00 
 1442  -4.80514e-01   2.65956e+00 
 1443  -4.91887e-01   2.65682e+00 
 1444  -5.03260e-01   2.65409e+00 
 1445  -5.14635e-01   2.65136e+00 
 1446  -4.71871e-01   2.67368e+00 
 1447  -4.94625e-01   2.66820e+00 
 1448  -5.17383e-01   2.66273e+00 
 1449  -4.74602e-01   2.68507e+00 
 1450  -4.85983e-01   2.68233e+00 
 1451  -4.97366e-01   2.67958e+00 
 1452  -5.08749e-01   2.67684e+00 
 1453  -5.20134e-01   2.67410e+00 
 1454  -4.77335e-01   2.69646e+00 
 1455  -5.00109e-01   2.69097e+00 
 1456  -5.22887e-01   2.68548e+00 
 1457  -4.80071e-01   2.70786e+00 
 1458  -4.91463e-01   2.70511e+00 
 1459  -5.02854e-01   2.70236e+00 
 1460  -5.14247e-01   2.69961e+00 
 1461  -5.25642e-01   2.69687e+00 
 1462  -4.82810e-01   2.71926e+00 
 1463  -5.05603e-01   2.71375e+00 
 1464  -5.28399e-01   2.70826e+00 
 1465  -4.85552e-01   2.73066e+00 
 1466  -4.96952e-01   2.72791e+00 
 1467  -5.08353e-01   2.72515e+00 
 1468  -5.19755e-01   2.72240e+00 
 1469  -5.31158e-01   2.71966e+00 
 1470  -4.88296e-01   2.74207e+00 
 1471  -5.11106e-01   2.73656e+00 
 1472  -5.33919e-01   2.73106e+00 
 1473  -4.91042e-01   2.75348e+00 
 1474  -5.02451e-01   2.75072e+00 
 1475  -5.13860e-01   2.74797e+00 
 1476  -5.25271e-01   2.74521e+00 
 1477  -5.36682e-01   2.74246e+00 
 1478  -4.93791e-01   2.76490e+00 
 1479  -5.16617e-01   2.75938e+00 
 1480  -5.39447e-01   2.75387e+00 
 1481  -4.96542e-01   2.77632e+00 
 1482  -5.07959e-01   2.77356e+00 
 1483  -5.19376e-01   2.77080e+00 
 1484  -5.30794e-01   2.76804e+00 
 1485  -5.42214e-01   2.76528e+00 
 1486  -4.99295e-01   2.78774e+00 
 1487  -5.22137e-01   2.78222e+00 
 1488  -5.44982e-01   2.77670e+00 
 1489  -5.02051e-01   2.79917e+00 
 1490  -5.13475e-01   2.79641e+00 
 1491  -5.24900e-01   2.79364e+00 
 1492  -5.36326e-01   2.79088e+00 
 1493  -5.47752e-01   2.78812e+00 
 1494  -5.04808e-01   2.81060e+00 
 1495  -5.27665e-01   2.80507e+00 
 1496  -5.50524e-01   2.79954e+00 
 1497  -5.07568e-01   2.82204e+00 
 1498  -5.18999e-01   2.81927e+00 
 1499  -5.30431e-01   2.81650e+00 
 1500  -5.41864e-01   2.81373e+00 
 1501  -5.53297e-01   2.81097e+00 
 1502  -5.10329e-01   2.83348e+00 
 1503  -5.33199e-01   2.82794e+00 
 1504  -5.56072e-01   2.82240e+00 
 1505  -5.13093e-01   2.84492e+00 
 1506  -5.24531e-01   2.84214e+00 
 1507  -5.35969e-01   2.83937e+00 
 1508  -5.47408e-01   2.83660e+00 
 1509  -5.58848e-01   2.83383e+00 
 1510  -5.15858e-01   2.85636e+00 
 1511  -5.38741e-01   2.85081e+00 
 1512  -5.61626e-01   2.84527e+00 
 1513  -5.18625e-01   2.86781e+00 
 1514  -5.30069e-01   2.86503e+00 
 1515  -5.41513e-01   2.86226e+00 
 1516  -5.52958e-01   2.85949e+00 
 1517  -5.64404e-01   2.85671e+00 
 1518  -5.21394e-01   2.87926e+00 
 1519  -5.44288e-01   2.87370e+00 
 1520  -5.67184e-01   2.86816e+00 
 1521  -5.24165e-01   2.89071e+00 
 1522  -5.35614e-01   2.88793e+00 
 1523  -5.47064e-01   2.88515e+00 
 1524  -5.58514e-01   2.88238e+00 
 1525  -5.69965e-01   2.87960e+00 
 1526  -5.26937e-01   2.90216e+00 
 1527  -5.49841e-01   2.89661e+00 
 1528  -5.72747e-01   2.89105e+00 
 1529  -5.29710e-01   2.91362e+00 
 1530  -5.41165e-01   2.91084e+00 
 1531  -5.52619e-01   2.90806e+00 
 1532  -5.64074e-01   2.90528e+00 
 1533  -5.75530e-01   2.90250e+00 
 1534  -5.32485e-01   2.92508e+00 
 1535  -5.55399e-01   2.91952e+00 
 1536  -5.78314e-01   2.91396e+00 
 1537  -5.35262e-01   2.93654e+00 
 1538  -5.46720e-01   2.93376e+00 
 1539  -5.58179e-01   2.93098e+00 
 1540  -5.69639e-01   2.92820e+00 
 1541  -5.81099e-01   2.92542e+00 
 1542  -5.38039e-01   2.94800e+00 
 1543  -5.60961e-01   2.94244e+00 
 1544  -5.83885e-01   2.93687e+00 
 1545  -5.40818e-01   2.95947e+00 
 1546  -5.52281e-01   2.95668e+00 
 1547  -5.63744e-01   2.95390e+00 
 1548  -5.75207e-01   2.95112e+00 
 1549  -5.86671e-01   2.94834e+00 
 1550  -5.43598e-01   2.97093e+00 
 1551  -5.66527e-01   2.96536e+00 
 1552  -5.89458e-01   2.95980e+00 
 1553  -5.46380e-01   2.98240e+00 
 1554  -5.57846e-01   2.97962e+00 
 1555  -5.69312e-01   2.97683e+00 
 1556  -5.80779e-01   2.97405e+00 
 1557  -5.92246e-01   2.97126e+00 
 1558  -5.49162e-01   2.99387e+00 
 1559  -5.72097e-01   2.98830e+00 
 1560  -5.95034e-01   2.98273e+00 
 1561  -5.51945e-01   3.00534e+00 
 1562  -5.63414e-01   3.00255e+00 
 1563  -5.74883e-01   2.99977e+00 
 1564  -5.86353e-01   2.99698e+00 
 1565  -5.97823e-01   2.99420e+00 
 1566  -5.54729e-01   3.01681e+00 
 1567  -5.77670e-01   3.01124e+00 
 1568  -6.00612e-01   3.00567e+00 
 1569  -5.57514e-01   3.02829e+00 
 1570  -5.68986e-01   3.02550e+00 
 1571  -5.80457e-01   3.02271e+00 
 1572  -5.91929e-01   3.01992e+00 
 1573  -6.03401e-01   3.01714e+00 
 1574  -5.60300e-01   3.03976e+00 
 1575  -5.83245e-01   3.03418e+00 
 1576  -6.06191e-01   3.02861e+00 
 1577  -5.63087e-01   3.05123e+00 
 1578  -5.74560e-01   3.04845e+00 
 1579  -5.86033e-01   3.04566e+00 
 1580  -5.97507e-01   3.04287e+00 
 1581  -6.08981e-01   3.04008e+00 
 1582  -5.65874e-01   3.06271e+00 
 1583  -5.88822e-01   3.05713e+00 
 1584  -6.11771e-01   3.05155e+00 
 1585  -5.68662e-01   3.07419e+00 
 1586  -5.80137e-01   3.07140e+00 
 1587  -5.91611e-01   3.06861e+00 
 1588  -6.03086e-01   3.06582e+00 
 1589  -6.14561e-01   3.06303e+00 
 1590  -5.71450e-01   3.08566e+00 
 1591  -5.94400e-01   3.08008e+00 
 1592  -6.17351e-01   3.07450e+00 
 1593  -5.74239e-01   3.09714e+00 
 1594  -5.85715e-01   3.09435e+00 
 1595  -5.97190e-01   3.09156e+00 
 1596  -6.08665e-01   3.08877e+00 
 1597  -6.20141e-01   3.08598e+00 
 1598  -5.77028e-01   3.10861e+00 
 1599  -5.99980e-01   3.10303e+00 
 1600  -6.22931e-01   3.09746e+00 
 1601  -5.79818e-01   3.12009e+00 
 1602  -5.91294e-01   3.11730e+00 
 1603  -6.02769e-01   3.11451e+00 
 1604  -6.14245e-01   3.11172e+00 
 1605  -6.25721e-01   3.10893e+00 

                ELEMENT STRESSES 
***************************************************************************************************************************************************************** 
Element   S11_G1       S22_G1       S12_G1       S11_G2       S22_G2       S12_G2       S11_G3       S22_G3         S12_G3     S11_G4       S22_G4       S12_G4 
***************************************************************************************************************************************************************** 
    1   8.9924e+02   2.0307e+02   5.8909e+01   8.9188e+02  -2.2341e+01  -9.0450e+00   2.2603e+02  -2.9090e+01   1.7345e+01   2.0678e+02  -1.7483e+01  -5.3273e+01 
    2  -2.1145e+02   1.4652e+01  -5.3563e+01  -2.3031e+02   2.4975e+01   1.5269e+01  -8.8428e+02   2.0662e+01  -1.5535e+01  -8.9299e+02  -2.0506e+02   5.5934e+01 
    3   8.8197e+02  -1.8550e+01   1.3035e+01   8.8532e+02  -4.1042e+00   4.6269e+00   2.3127e+02  -7.1005e+00   8.9480e+00   2.5446e+02   4.4434e+01  -2.6879e+00 
    4  -2.5868e+02  -5.0031e+01  -5.3310e+00  -2.3582e+02   2.0065e+00   4.9655e+00  -8.7772e+02   1.8194e+00  -1.0451e+01  -8.7466e+02   1.6782e+01   3.0436e+00 
    5   8.8311e+02   8.3487e+00   1.0365e+01   8.7944e+02  -2.0231e+00   1.2603e+01   2.3377e+02  -3.2890e+00   6.3806e+00   2.3111e+02  -9.1672e+00   5.4016e+00 
    6  -2.3564e+02   4.1220e+00   5.2398e-01  -2.3835e+02  -1.5897e+00   1.3700e-02  -8.7190e+02   1.6094e-01  -1.0865e+01  -8.7565e+02  -1.0408e+01  -8.1831e+00 
    7   8.7752e+02  -2.3708e+00   1.5146e+01   8.7499e+02  -4.6851e-01   1.7026e+01   2.3067e+02  -2.2992e+00   7.1268e+00   2.3254e+02  -6.7796e-02   6.0166e+00 
    8  -2.3703e+02  -4.8660e+00  -1.2300e+00  -2.3518e+02  -2.5613e+00  -1.3395e+00  -8.6761e+02  -1.4801e+00  -1.4634e+01  -8.7010e+02   4.4519e-01  -1.1779e+01 
    9   8.7280e+02  -1.3976e-01   1.8679e+01   8.6988e+02  -5.7100e-01   2.1101e+01   2.3001e+02  -2.2974e+00   8.2314e+00   2.3054e+02  -2.7608e+00   7.6734e+00 
   10  -2.3506e+02  -2.0386e+00  -1.7279e+00  -2.3452e+02  -2.4292e+00  -2.4417e+00  -8.6257e+02  -1.2869e+00  -1.8669e+01  -8.6544e+02  -1.7588e+00  -1.6427e+01 
   11   8.6781e+02  -4.7639e-01   2.2857e+01   8.6495e+02  -2.2728e-01   2.5128e+01   2.2850e+02  -2.1258e+00   9.2618e+00   2.2932e+02  -2.0881e+00   8.6221e+00 
   12  -2.3381e+02  -2.6043e+00  -2.9499e+00  -2.3299e+02  -2.5026e+00  -3.5294e+00  -8.5773e+02  -1.5985e+00  -2.2597e+01  -8.6055e+02  -1.3748e+00  -2.0289e+01 
   13   8.6283e+02  -1.2393e-01   2.6785e+01   8.5993e+02   6.3106e-03   2.9052e+01   2.2723e+02  -2.0213e+00   1.0319e+01   2.2798e+02  -2.1117e+00   9.7213e+00 
   14  -2.3247e+02  -2.4713e+00  -3.9619e+00  -2.3171e+02  -2.4957e+00  -4.5726e+00  -8.5279e+02  -1.7828e+00  -2.6495e+01  -8.5564e+02  -1.6822e+00  -2.4264e+01 
   15   8.5780e+02   1.2839e-01   3.0696e+01   8.5488e+02   3.1006e-01   3.2915e+01   2.2588e+02  -1.8901e+00   1.1345e+01   2.2665e+02  -1.9617e+00   1.0752e+01 
   16  -2.3113e+02  -2.5132e+00  -5.0138e+00  -2.3035e+02  -2.5202e+00  -5.6039e+00  -8.4783e+02  -2.0423e+00  -3.0315e+01  -8.5070e+02  -1.8893e+00  -2.8115e+01 
   17   8.5274e+02   4.4291e-01   3.4525e+01   8.4981e+02   6.3662e-01   3.6706e+01   2.2454e+02  -1.7556e+00   1.2356e+01   2.2532e+02  -1.8368e+00   1.1775e+01 
   18  -2.2978e+02  -2.5306e+00  -6.0326e+00  -2.2900e+02  -2.5474e+00  -6.6149e+00  -8.4284e+02  -2.3230e+00  -3.4070e+01  -8.4572e+02  -2.1583e+00  -3.1911e+01 
   19   8.4765e+02   7.8373e-01   3.8288e+01   8.4470e+02   9.9660e-01   4.0428e+01   2.2319e+02  -1.6118e+00   1.3347e+01   2.2397e+02  -1.6968e+00   1.2777e+01 
   20  -2.2842e+02  -2.5638e+00  -7.0371e+00  -2.2763e+02  -2.5848e+00  -7.6082e+00  -8.3782e+02  -2.6376e+00  -3.7756e+01  -8.4072e+02  -2.4537e+00  -3.5636e+01 
   21   8.4253e+02   1.1562e+00   4.1980e+01   8.3957e+02   1.3860e+00   4.4080e+01   2.2183e+02  -1.4607e+00   1.4320e+01   2.2261e+02  -1.5502e+00   1.3761e+01 
   22  -2.2706e+02  -2.6042e+00  -8.0224e+00  -2.2626e+02  -2.6301e+00  -8.5832e+00  -8.3276e+02  -2.9815e+00  -4.1373e+01  -8.3568e+02  -2.7807e+00  -3.9293e+01 
   23   8.3739e+02   1.5580e+00   4.5603e+01   8.3440e+02   1.8043e+00   4.7663e+01   2.2046e+02  -1.3021e+00   1.5275e+01   2.2125e+02  -1.3958e+00   1.4726e+01 
   24  -2.2568e+02  -2.6531e+00  -8.9898e+00  -2.2489e+02  -2.6835e+00  -9.5401e+00  -8.2769e+02  -3.3542e+00  -4.4923e+01  -8.3062e+02  -3.1369e+00  -4.2882e+01 
   25   8.3221e+02   1.9881e+00   4.9157e+01   8.2921e+02   2.2501e+00   5.1178e+01   2.1909e+02  -1.1364e+00   1.6210e+01   2.1988e+02  -1.2342e+00   1.5672e+01 
   26  -2.2430e+02  -2.7098e+00  -9.9390e+00  -2.2350e+02  -2.7447e+00  -1.0479e+01  -8.2258e+02  -3.7545e+00  -4.8405e+01  -8.2553e+02  -3.5214e+00  -4.6403e+01 
   27   8.2701e+02   2.4452e+00   5.2642e+01   8.2400e+02   2.7222e+00   5.4623e+01   2.1771e+02  -9.6407e-01   1.7128e+01   2.1851e+02  -1.0657e+00   1.6600e+01 
   28  -2.2291e+02  -2.7741e+00  -1.0870e+01  -2.2211e+02  -2.8132e+00  -1.1400e+01  -8.1745e+02  -4.1811e+00  -5.1820e+01  -8.2041e+02  -3.9329e+00  -4.9856e+01 
   29   8.2179e+02   2.9281e+00   5.6059e+01   8.1876e+02   3.2196e+00   5.8000e+01   2.1632e+02  -7.8527e-01   1.8026e+01   2.1712e+02  -8.9055e-01   1.7510e+01 
   30  -2.2152e+02  -2.8456e+00  -1.1783e+01  -2.2071e+02  -2.8888e+00  -1.2303e+01  -8.1229e+02  -4.6331e+00  -5.5167e+01  -8.1527e+02  -4.3704e+00  -5.3242e+01 
   31   8.1654e+02   3.4359e+00   5.9407e+01   8.1350e+02   3.7411e+00   6.1309e+01   2.1493e+02  -6.0034e-01   1.8907e+01   2.1573e+02  -7.0911e-01   1.8401e+01 
   32  -2.2012e+02  -2.9242e+00  -1.2679e+01  -2.1931e+02  -2.9713e+00  -1.3188e+01  -8.0712e+02  -5.1092e+00  -5.8447e+01  -8.1011e+02  -4.8327e+00  -5.6561e+01 
   33   8.1127e+02   3.9672e+00   6.2688e+01   8.0822e+02   4.2855e+00   6.4550e+01   2.1353e+02  -4.0959e-01   1.9769e+01   2.1434e+02  -5.2167e-01   1.9274e+01 
   34  -2.1871e+02  -3.0094e+00  -1.3556e+01  -2.1790e+02  -3.0602e+00  -1.4055e+01  -8.0192e+02  -5.6083e+00  -6.1660e+01  -8.0492e+02  -5.3186e+00  -5.9813e+01 
   35   8.0598e+02   4.5210e+00   6.5900e+01   8.0292e+02   4.8518e+00   6.7724e+01   2.1213e+02  -2.1331e-01   2.0613e+01   2.1294e+02  -3.2854e-01   2.0128e+01 
   36  -2.1730e+02  -3.1009e+00  -1.4416e+01  -2.1648e+02  -3.1553e+00  -1.4904e+01  -7.9670e+02  -6.1293e+00  -6.4807e+01  -7.9971e+02  -5.8272e+00  -6.2998e+01 
   37   8.0067e+02   5.0961e+00   6.9045e+01   7.9760e+02   5.4388e+00   7.0830e+01   2.1072e+02  -1.1803e-02   2.1439e+01   2.1153e+02  -1.3001e-01   2.0965e+01 
   38  -2.1588e+02  -3.1986e+00  -1.5258e+01  -2.1506e+02  -3.2564e+00  -1.5736e+01  -7.9146e+02  -6.6713e+00  -6.7887e+01  -7.9449e+02  -6.3572e+00  -6.6117e+01 
   39   7.9535e+02   5.6916e+00   7.2122e+01   7.9226e+02   6.0455e+00   7.3869e+01   2.0930e+02   1.9465e-01   2.2247e+01   2.1012e+02   7.3631e-02   2.1783e+01 
   40  -2.1446e+02  -3.3021e+00  -1.6082e+01  -2.1364e+02  -3.3631e+00  -1.6550e+01  -7.8620e+02  -7.2330e+00  -7.0902e+01  -7.8924e+02  -6.9076e+00  -6.9169e+01 
   41   7.9000e+02   6.3063e+00   7.5133e+01   7.8691e+02   6.6708e+00   7.6841e+01   2.0789e+02   4.0577e-01   2.3037e+01   2.0871e+02   2.8210e-01   2.2583e+01 
   42  -2.1303e+02  -3.4110e+00  -1.6888e+01  -2.1221e+02  -3.4751e+00  -1.7346e+01  -7.8093e+02  -7.8135e+00  -7.3851e+01  -7.8397e+02  -7.4774e+00  -7.2156e+01 
   43   7.8464e+02   6.9392e+00   7.8077e+01   7.8154e+02   7.3138e+00   7.9747e+01   2.0646e+02   6.2127e-01   2.3809e+01   2.0728e+02   4.9511e-01   2.3366e+01 
   44  -2.1160e+02  -3.5253e+00  -1.7678e+01  -2.1077e+02  -3.5922e+00  -1.8125e+01  -7.7564e+02  -8.4118e+00  -7.6734e+01  -7.7869e+02  -8.0655e+00  -7.5077e+01 
   45   7.7926e+02   7.5893e+00   8.0955e+01   7.7615e+02   7.9733e+00   8.2587e+01   2.0504e+02   8.4088e-01   2.4564e+01   2.0586e+02   7.1239e-01   2.4130e+01 
   46  -2.1017e+02  -3.6444e+00  -1.8449e+01  -2.0934e+02  -3.7142e+00  -1.8887e+01  -7.7033e+02  -9.0268e+00  -7.9553e+01  -7.7340e+02  -8.6709e+00  -7.7933e+01 
   47   7.7387e+02   8.2555e+00   8.3768e+01   7.7075e+02   8.6484e+00   8.5361e+01   2.0361e+02   1.0643e+00   2.5300e+01   2.0443e+02   9.3367e-01   2.4877e+01 
   48  -2.0873e+02  -3.7683e+00  -1.9204e+01  -2.0789e+02  -3.8407e+00  -1.9632e+01  -7.6501e+02  -9.6575e+00  -8.2307e+01  -7.6809e+02  -9.2927e+00  -8.0724e+01 
   49   7.6847e+02   8.9369e+00   8.6514e+01   7.6534e+02   9.3380e+00   8.8071e+01   2.0217e+02   1.2914e+00   2.6020e+01   2.0300e+02   1.1587e+00   2.5607e+01 
   50  -2.0728e+02  -3.8967e+00  -1.9941e+01  -2.0645e+02  -3.9715e+00  -2.0359e+01  -7.5968e+02  -1.0303e+01  -8.4997e+01  -7.6276e+02  -9.9298e+00  -8.3451e+01 
   51   7.6305e+02   9.6325e+00   8.9196e+01   7.5992e+02   1.0041e+01   9.0715e+01   2.0074e+02   1.5217e+00   2.6721e+01   2.0157e+02   1.3872e+00   2.6318e+01 
   52  -2.0584e+02  -4.0292e+00  -2.0661e+01  -2.0500e+02  -4.1063e+00  -2.1069e+01  -7.5434e+02  -1.0962e+01  -8.7623e+01  -7.5743e+02  -1.0581e+01  -8.6114e+01 
   53   7.5763e+02   1.0341e+01   9.1813e+01   7.5449e+02   1.0757e+01   9.3295e+01   1.9930e+02   1.7552e+00   2.7406e+01   2.0013e+02   1.6189e+00   2.7013e+01 
   54  -2.0439e+02  -4.1656e+00  -2.1364e+01  -2.0355e+02  -4.2449e+00  -2.1763e+01  -7.4899e+02  -1.1635e+01  -9.0185e+01  -7.5208e+02  -1.1246e+01  -8.8713e+01 
   55   7.5219e+02   1.1062e+01   9.4366e+01   7.4905e+02   1.1485e+01   9.5811e+01   1.9786e+02   1.9914e+00   2.8073e+01   1.9869e+02   1.8535e+00   2.7690e+01 
   56  -2.0294e+02  -4.3057e+00  -2.2051e+01  -2.0210e+02  -4.3870e+00  -2.2439e+01  -7.4362e+02  -1.2319e+01  -9.2685e+01  -7.4672e+02  -1.1924e+01  -9.1249e+01 
   57   7.4675e+02   1.1795e+01   9.6855e+01   7.4360e+02   1.2224e+01   9.8263e+01   1.9641e+02   2.2302e+00   2.8724e+01   1.9725e+02   2.0909e+00   2.8350e+01 
   58  -2.0148e+02  -4.4493e+00  -2.2720e+01  -2.0064e+02  -4.5325e+00  -2.3099e+01  -7.3825e+02  -1.3014e+01  -9.5122e+01  -7.4135e+02  -1.2613e+01  -9.3722e+01 
   59   7.4129e+02   1.2538e+01   9.9281e+01   7.3814e+02   1.2972e+01   1.0065e+02   1.9497e+02   2.4713e+00   2.9357e+01   1.9580e+02   2.3307e+00   2.8993e+01 
   60  -2.0003e+02  -4.5960e+00  -2.3373e+01  -1.9919e+02  -4.6809e+00  -2.3742e+01  -7.3287e+02  -1.3720e+01  -9.7496e+01  -7.3598e+02  -1.3312e+01  -9.6133e+01 
   61   7.3584e+02   1.3290e+01   1.0164e+02   7.3268e+02   1.3730e+01   1.0298e+02   1.9352e+02   2.7146e+00   2.9973e+01   1.9435e+02   2.5728e+00   2.9620e+01 
   62  -1.9857e+02  -4.7457e+00  -2.4009e+01  -1.9773e+02  -4.8323e+00  -2.4369e+01  -7.2748e+02  -1.4434e+01  -9.9809e+01  -7.3060e+02  -1.4022e+01  -9.8481e+01 
   63   7.3037e+02   1.4051e+01   1.0394e+02   7.2721e+02   1.4495e+01   1.0524e+02   1.9207e+02   2.9597e+00   3.0573e+01   1.9290e+02   2.8168e+00   3.0229e+01 
   64  -1.9711e+02  -4.8982e+00  -2.4629e+01  -1.9627e+02  -4.9862e+00  -2.4979e+01  -7.2209e+02  -1.5158e+01  -1.0206e+02  -7.2521e+02  -1.4740e+01  -1.0077e+02 
   65   7.2490e+02   1.4820e+01   1.0618e+02   7.2174e+02   1.5268e+01   1.0745e+02   1.9062e+02   3.2064e+00   3.1157e+01   1.9145e+02   3.0627e+00   3.0822e+01 
   66  -1.9565e+02  -5.0531e+00  -2.5232e+01  -1.9480e+02  -5.1424e+00  -2.5573e+01  -7.1669e+02  -1.5889e+01  -1.0425e+02  -7.1981e+02  -1.5467e+01  -1.0299e+02 
   67   7.1943e+02   1.5596e+01   1.0836e+02   7.1626e+02   1.6048e+01   1.0959e+02   1.8917e+02   3.4546e+00   3.1723e+01   1.9000e+02   3.3101e+00   3.1398e+01 
   68  -1.9419e+02  -5.2103e+00  -2.5819e+01  -1.9334e+02  -5.3009e+00  -2.6151e+01  -7.1129e+02  -1.6626e+01  -1.0638e+02  -7.1441e+02  -1.6201e+01  -1.0516e+02 
   69   7.1395e+02   1.6378e+01   1.1048e+02   7.1078e+02   1.6833e+01   1.1167e+02   1.8771e+02   3.7040e+00   3.2274e+01   1.8855e+02   3.5588e+00   3.1958e+01 
   70  -1.9272e+02  -5.3695e+00  -2.6390e+01  -1.9188e+02  -5.4612e+00  -2.6713e+01  -7.0589e+02  -1.7370e+01  -1.0845e+02  -7.0901e+02  -1.6941e+01  -1.0726e+02 
   71   7.0847e+02   1.7166e+01   1.1253e+02   7.0530e+02   1.7623e+01   1.1369e+02   1.8626e+02   3.9543e+00   3.2808e+01   1.8710e+02   3.8086e+00   3.2502e+01 
   72  -1.9126e+02  -5.5306e+00  -2.6945e+01  -1.9041e+02  -5.6233e+00  -2.7259e+01  -7.0048e+02  -1.8119e+01  -1.1046e+02  -7.0360e+02  -1.7687e+01  -1.0931e+02 
   73   7.0299e+02   1.7958e+01   1.1453e+02   6.9982e+02   1.8418e+01   1.1565e+02   1.8481e+02   4.2055e+00   3.3326e+01   1.8565e+02   4.0593e+00   3.3029e+01 
   74  -1.8979e+02  -5.6934e+00  -2.7485e+01  -1.8895e+02  -5.7869e+00  -2.7789e+01  -6.9507e+02  -1.8872e+01  -1.1242e+02  -6.9819e+02  -1.8438e+01  -1.1130e+02 
